PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Name,Cabin,Ticket,Ticket,Ticket
627,0,2,male,57,0,0,219533,12.35,Q,0,,,219533,
222,0,2,male,27,0,0,220367,13,S,0.156673,,,220367,
1054,,2,female,26,0,0,220844,13.5,S,0.697802,,,220844,
616,1,2,female,24,1,2,220845,65,S,0.697802,,,220845,
755,1,2,female,48,1,2,220845,65,S,0.782,,,220845,
1122,,2,male,14,0,0,220845,65,S,0.156673,,,220845,
1245,,2,male,49,1,2,220845,65,S,0.156673,,,220845,
1277,,2,female,24,1,2,220845,65,S,0.697802,,,220845,
707,1,2,female,45,0,0,223596,13.5,S,0.782,,,223596,
304,1,2,female,31,0,0,226593,12.35,Q,0.697802,E,,226593,
519,1,2,female,36,1,0,226875,26,S,0.782,,,226875,
1082,,2,male,34,1,0,226875,26,S,0.156673,,,226875,
134,1,2,female,29,1,0,228414,26,S,0.782,,,228414,
993,,2,male,27,1,0,228414,26,S,0.156673,,,228414,
345,0,2,male,36,0,0,229236,13,S,0.156673,,,229236,
149,0,2,male,36.5,0,2,230080,26,S,0.156673,F,,230080,
194,1,2,male,3,1,1,230080,26,S,0.575,F,,230080,
341,1,2,male,2,1,1,230080,26,S,0.575,F,,230080,
184,1,2,male,1,2,1,230136,39,S,0.575,F,,230136,
619,1,2,female,4,2,1,230136,39,S,0.697802,F,,230136,
1070,,2,female,36,0,3,230136,39,S,0.782,F,,230136,
1218,,2,female,12,2,1,230136,39,S,0.697802,F,,230136,
260,1,2,female,50,0,1,230433,26,S,0.782,,,230433,
881,1,2,female,25,0,1,230433,26,S,0.782,,,230433,
444,1,2,female,28,0,0,230434,13,S,1,,,230434,
99,1,2,female,34,0,1,231919,23,S,0.782,,,231919,
652,1,2,female,18,0,1,231919,23,S,0.697802,,,231919,
145,0,2,male,18,0,0,231945,11.5,S,0.156673,,,231945,
1072,,2,male,30,0,0,233478,13,S,0.156673,,,233478,
735,0,2,male,23,0,0,233639,13,S,0.156673,,,233639,
908,,2,male,35,0,0,233734,12.35,Q,0.156673,,,233734,
865,0,2,male,24,0,0,233866,13,S,0.156673,,,233866,
464,0,2,male,48,0,0,234360,13,S,0.156673,,,234360,
191,1,2,female,32,0,0,234604,13,S,0.782,,,234604,
667,0,2,male,25,0,0,234686,13,S,0.156673,,,234686,
323,1,2,female,30,0,0,234818,12.35,Q,0.697802,,,234818,
1085,,2,male,61,0,0,235509,12.35,Q,0.156673,,,235509,
229,0,2,male,18,0,0,236171,13,S,0.156673,,,236171,
866,1,2,female,42,0,0,236852,13,S,0.782,,,236852,
729,0,2,male,25,1,0,236853,26,S,0.156673,,,236853,
1167,,2,female,20,1,0,236853,26,S,0.697802,,,236853,
1221,,2,male,21,0,0,236854,13,S,0.156673,,,236854,
953,,2,male,32,0,0,237216,13.5,S,0.156673,,,237216,
935,,2,female,30,0,0,237249,13,S,0.782,,,237249,
1056,,2,male,41,0,0,237393,13,S,0,,,237393,
233,0,2,male,59,0,0,237442,13.5,S,0.156673,,,237442,
587,0,2,male,47,0,0,237565,15,S,0.156673,,,237565,
636,1,2,female,28,0,0,237668,13,S,0.697802,,,237668,
1238,,2,male,26,0,0,237670,13,S,0.156673,,,237670,
358,0,2,female,38,0,0,237671,13,S,0.697802,,,237671,
1002,,2,male,41,0,0,237734,15.0458,C,0.156673,,,237734,
1193,,2,male,31,0,0,237735,15.0458,C,0.156673,D,,237735,
10,1,2,female,14,1,0,237736,30.0708,C,0.782,,,237736,
123,0,2,male,32.5,1,0,237736,30.0708,C,0.156673,,,237736,
581,1,2,female,25,1,1,237789,30,S,0.697802,,,237789,
1133,,2,female,45,0,2,237789,30,S,0.782,,,237789,
289,1,2,male,42,0,0,237798,13,S,0.156673,,,237798,
1077,,2,male,40,0,0,239059,16,S,0.156673,,,239059,
278,0,2,male,31,0,0,239853,0,S,0.156673,,,239853,
414,0,2,male,31,0,0,239853,0,S,0.156673,,,239853,
467,0,2,male,31,0,0,239853,0,S,0.156673,,,239853,
482,0,2,male,31,0,0,239854,0,S,0.156673,,,239854,
733,0,2,male,31,0,0,239855,0,S,0.156673,,,239855,
675,0,2,male,31,0,0,239856,0,S,0.156673,,,239856,
21,0,2,male,35,0,0,239865,26,S,0.156673,,,239865,
792,0,2,male,16,0,0,239865,26,S,0.156673,,,239865,
976,,2,male,31,0,0,240261,10.7083,Q,0.156673,,,240261,
894,,2,male,62,0,0,240276,9.6875,Q,0.156673,,,240276,
400,1,2,female,28,0,0,240929,12.65,S,0.782,,,240929,
1121,,2,male,36,0,0,242963,13,S,0.156673,,,242963,
218,0,2,male,42,1,0,243847,27,S,0.156673,,,243847,
601,1,2,female,24,2,1,243847,27,S,0.782,,,243847,
577,1,2,female,34,0,0,243880,13,S,0.697802,,,243880,
250,0,2,male,54,1,0,244252,26,S,0,,,244252,
855,0,2,female,44,1,0,244252,26,S,0.782,,,244252,
674,1,2,male,31,0,0,244270,13,S,0.156673,,,244270,
399,0,2,male,23,0,0,244278,10.5,S,0.428571,,,244278,
150,0,2,male,42,0,0,244310,13,S,0,,,244310,
1279,,2,male,57,0,0,244346,13,S,0.156673,,,244346,
552,0,2,male,27,0,0,244358,26,S,0.156673,,,244358,
1035,,2,male,28,0,0,244358,26,S,0.156673,,,244358,
1228,,2,male,32,0,0,244360,13,S,0.156673,,,244360,
344,0,2,male,25,0,0,244361,13,S,0.156673,,,244361,
100,0,2,male,34,1,0,244367,26,S,0.156673,,,244367,
317,1,2,female,24,1,0,244367,26,S,0.782,,,244367,
1214,,2,male,26,0,0,244368,13,S,0.156673,F,,244368,
18,1,2,male,31,0,0,244373,13,S,0.156673,,,244373,
1029,,2,male,26,0,0,248659,13,S,0.156673,,,248659,
22,1,2,male,34,0,0,248698,13,S,0.156673,D,,248698,
16,1,2,female,55,0,0,248706,16,S,0.782,,,248706,
809,0,2,male,39,0,0,248723,13,S,0.156673,,,248723,
1240,,2,male,24,0,0,248726,13.5,S,0.156673,,,248726,
597,1,2,female,31,0,0,248727,33,S,0.697802,,,248727,
721,1,2,female,6,0,1,248727,33,S,0.697802,,,248727,
849,0,2,male,28,0,1,248727,33,S,0,,,248727,
696,0,2,male,52,0,0,248731,13.5,S,0.156673,,,248731,
346,1,2,female,24,0,0,248733,13,S,0.697802,F,,248733,
1001,,2,male,18.5,0,0,248734,13,S,0.156673,F,,248734,
79,1,2,male,0.83,0,2,248738,29,S,0.575,,,248738,
324,1,2,female,22,1,1,248738,29,S,0.782,,,248738,
899,,2,male,26,1,1,248738,29,S,0.156673,,,248738,
343,0,2,male,28,0,0,248740,13,S,0.156673,,,248740,
970,,2,male,30,0,0,248744,13,S,0.156673,,,248744,
1265,,2,male,44,0,0,248746,13,S,0.156673,,,248746,
200,0,2,female,24,0,0,248747,13,S,0.697802,,,248747,
724,0,2,male,50,0,0,250643,13,S,0.156673,,,250643,
273,1,2,female,41,0,1,250644,19.5,S,0.782,,,250644,
447,1,2,female,13,0,1,250644,19.5,S,0.697802,,,250644,
214,0,2,male,30,0,0,250646,13,S,0.156673,,,250646,
715,0,2,male,52,0,0,250647,13,S,0.156673,,,250647,
801,0,2,male,34,0,0,250647,13,S,0.156673,,,250647,
748,1,2,female,30,0,0,250648,13,S,0.697802,,,250648,
248,1,2,female,24,0,2,250649,14.5,S,0.782,,,250649,
756,1,2,male,0.67,1,1,250649,14.5,S,0.575,,,250649,
1130,,2,female,18,1,1,250650,13,S,0.697802,,,250650,
313,0,2,female,26,1,1,250651,26,S,0.782,,,250651,
1041,,2,male,30,1,1,250651,26,S,0,,,250651,
418,1,2,female,18,0,2,250652,13,S,0.697802,,,250652,
179,0,2,male,30,0,0,250653,13,S,0.156673,,,250653,
428,1,2,female,19,0,0,250655,26,S,0.697802,,,250655,
706,0,2,male,39,0,0,250655,26,S,0.156673,,,250655,
155,0,3,male,27,0,0,Fa 265302,7.3125,S,0.156673,,Fa,265302,
108,1,3,male,27,0,0,312991,7.775,S,0.156673,,,312991,
409,0,3,male,21,0,0,312992,7.775,S,0.156673,,,312992,
668,0,3,male,27,0,0,312993,7.775,S,0.156673,,,312993,
159,0,3,male,27,0,0,315037,8.6625,S,0.156673,,,315037,
423,0,3,male,29,0,0,315082,7.875,S,0.156673,,,315082,
1255,,3,male,27,0,0,315083,8.6625,S,0.156673,,,315083,
535,0,3,female,30,0,0,315084,8.6625,S,0.697802,,,315084,
1172,,3,female,23,0,0,315085,8.6625,S,0.697802,,,315085,
501,0,3,male,17,0,0,315086,8.6625,S,0.156673,,,315086,
929,,3,female,21,0,0,315087,8.6625,S,0.697802,,,315087,
350,0,3,male,42,0,0,315088,8.6625,S,0.156673,,,315088,
472,0,3,male,38,0,0,315089,8.6625,S,0.156673,,,315089,
845,0,3,male,17,0,0,315090,8.6625,S,0.156673,,,315090,
1202,,3,male,18,0,0,315091,8.6625,S,0.156673,,,315091,
1195,,3,male,24,0,0,315092,8.6625,S,0.156673,,,315092,
164,0,3,male,17,0,0,315093,8.6625,S,0.156673,,,315093,
726,0,3,male,20,0,0,315094,8.6625,S,0.156673,,,315094,
1161,,3,male,17,0,0,315095,8.6625,S,0.156673,,,315095,
405,0,3,female,20,0,0,315096,8.6625,S,0.697802,,,315096,
837,0,3,male,21,0,0,315097,8.6625,S,0.156673,,,315097,
822,1,3,male,27,0,0,315098,8.6625,S,0.156673,,,315098,
70,0,3,male,26,2,0,315151,8.6625,S,0.156673,,,315151,
1268,,3,female,22,2,0,315152,8.6625,S,0.697802,,,315152,
185,1,3,female,4,0,2,315153,22.025,S,0.697802,,,315153,
1057,,3,female,26,1,1,315153,22.025,S,0.782,,,315153,
1286,,3,male,29,3,1,315153,22.025,S,0.156673,,,315153,
895,,3,male,27,0,0,315154,8.6625,S,0.156673,,,315154,
471,0,3,male,27,0,0,323592,7.25,S,0.156673,,,323592,
373,0,3,male,19,0,0,323951,8.05,S,0.156673,,,323951,
113,0,3,male,22,0,0,324669,8.05,S,0.156673,,,324669,
1005,,3,female,18.5,0,0,329944,7.2833,Q,0.697802,,,329944,
978,,3,female,27,0,0,330844,7.8792,Q,0.697802,,,330844,
6,0,3,male,27,0,0,330877,8.4583,Q,0.156673,,,330877,
503,0,3,female,27,0,0,330909,7.6292,Q,0.697802,,,330909,
1273,,3,male,26,0,0,330910,7.8792,Q,0.156673,,,330910,
892,,3,male,34.5,0,0,330911,7.8292,Q,0.156673,,,330911,
654,1,3,female,27,0,0,330919,7.8292,Q,0.697802,,,330919,
998,,3,male,21,0,0,330920,7.8208,Q,0.156673,,,330920,
23,1,3,female,15,0,0,330923,8.0292,Q,0.697802,,,330923,
1108,,3,female,27,0,0,330924,7.8792,Q,0.697802,,,330924,
359,1,3,female,27,0,0,330931,7.8792,Q,0.697802,,,330931,
83,1,3,female,27,0,0,330932,7.7875,Q,0.697802,,,330932,
681,0,3,female,27,0,0,330935,8.1375,Q,0.697802,,,330935,
45,1,3,female,19,0,0,330958,7.8792,Q,0.697802,,,330958,
29,1,3,female,27,0,0,330959,7.8792,Q,0.697802,,,330959,
958,,3,female,18,0,0,330963,7.8792,Q,0.697802,,,330963,
1003,,3,female,27,0,0,330968,7.7792,Q,0.697802,,,330968,
1125,,3,male,27,0,0,330971,7.8792,Q,0.156673,,,330971,
898,,3,female,30,0,0,330972,7.6292,Q,0.697802,,,330972,
553,0,3,male,27,0,0,330979,7.8292,Q,0.156673,,,330979,
360,1,3,female,27,0,0,330980,7.8792,Q,0.697802,,,330980,
630,0,3,male,27,0,0,334912,7.7333,Q,0.156673,,,334912,
955,,3,female,22,0,0,334914,7.725,Q,0.697802,,,334914,
1300,,3,female,27,0,0,334915,7.7208,Q,0.697802,,,334915,
750,0,3,male,31,0,0,335097,7.75,Q,0.156673,,,335097,
1052,,3,female,27,0,0,335432,7.7333,Q,0.697802,,,335432,
33,1,3,female,27,0,0,335677,7.75,Q,0.697802,,,335677,
281,0,3,male,65,0,0,336439,7.75,Q,0.156673,,,336439,
402,0,3,male,26,0,0,341826,8.05,S,0.156673,,,341826,
1021,,3,male,24,0,0,342441,8.05,S,0.156673,,,342441,
1113,,3,male,21,0,0,342684,8.05,S,0.156673,,,342684,
928,,3,female,27,0,0,342712,8.05,S,0.697802,,,342712,
677,0,3,male,24.5,0,0,342826,8.05,S,0.156673,,,342826,
416,0,3,female,27,0,0,343095,8.05,S,0.782,,,343095,
107,1,3,female,21,0,0,343120,7.65,S,0.697802,,,343120,
1055,,3,male,27,0,0,343271,7,S,0.156673,,,343271,
90,0,3,male,24,0,0,343275,8.05,S,0.156673,,,343275,
91,0,3,male,29,0,0,343276,8.05,S,0.156673,,,343276,
327,0,3,male,61,0,0,345364,6.2375,S,0.156673,,,345364,
983,,3,male,27,0,0,345498,7.775,S,0.156673,,,345498,
1151,,3,male,21,0,0,345501,7.775,S,0.156673,,,345501,
560,1,3,female,36,1,0,345572,17.4,S,0.782,,,345572,
1152,,3,male,36.5,1,0,345572,17.4,S,0.156673,,,345572,
19,0,3,female,31,1,0,345763,18,S,0.782,,,345763,
1037,,3,male,31,3,0,345763,18,S,0.156673,,,345763,
39,0,3,female,18,2,0,345764,18,S,0.697802,,,345764,
334,0,3,male,16,2,0,345764,18,S,0.156673,,,345764,
874,0,3,male,47,0,0,345765,9,S,0.156673,,,345765,
81,0,3,male,22,0,0,345767,9,S,0.156673,,,345767,
930,,3,male,25,0,0,345768,9.5,S,0.156673,,,345768,
442,0,3,male,20,0,0,345769,9.5,S,0.156673,,,345769,
201,0,3,male,28,0,0,345770,9.5,S,0.156673,,,345770,
1186,,3,male,36,0,0,345771,9.5,S,0.156673,,,345771,
420,0,3,female,10,0,2,345773,24.15,S,0.697802,,,345773,
596,0,3,male,36,1,1,345773,24.15,S,0.156673,,,345773,
800,0,3,female,30,1,1,345773,24.15,S,0.782,,,345773,
287,1,3,male,30,0,0,345774,9.5,S,0.156673,,,345774,
1146,,3,male,32.5,0,0,345775,9.5,S,0.156673,,,345775,
869,0,3,male,27,0,0,345777,9.5,S,0.156673,,,345777,
283,0,3,male,16,0,0,345778,9.5,S,0.156673,,,345778,
82,1,3,male,29,0,0,345779,9.5,S,0.156673,,,345779,
753,0,3,male,33,0,0,345780,9.5,S,0.156673,,,345780,
771,0,3,male,24,0,0,345781,9.5,S,0.156673,,,345781,
356,0,3,male,28,0,0,345783,9.5,S,0.156673,,,345783,
206,0,3,female,2,0,1,347054,10.4625,S,0.697802,G,,347054,
252,0,3,female,29,1,1,347054,10.4625,S,0.782,G,,347054,
852,0,3,male,74,0,0,347060,7.775,S,0.156673,,,347060,
130,0,3,male,45,0,0,347061,6.975,S,0.156673,,,347061,
720,0,3,male,33,0,0,347062,7.775,S,0.156673,,,347062,
806,0,3,male,31,0,0,347063,7.775,S,0.156673,,,347063,
407,0,3,male,51,0,0,347064,7.75,S,0.156673,,,347064,
1290,,3,male,22,0,0,347065,7.775,S,0.156673,,,347065,
1089,,3,female,18,0,0,347066,7.775,S,0.697802,,,347066,
232,0,3,male,29,0,0,347067,7.775,S,0.156673,,,347067,
163,0,3,male,26,0,0,347068,7.775,S,0.156673,,,347068,
380,0,3,male,19,0,0,347069,7.775,S,0.156673,,,347069,
995,,3,male,26,0,0,347070,7.775,S,0.156673,,,347070,
247,0,3,female,25,0,0,347071,7.775,S,0.697802,,,347071,
982,,3,female,22,1,0,347072,13.9,S,0.782,,,347072,
1064,,3,male,23,1,0,347072,13.9,S,0.156673,,,347072,
277,0,3,female,45,0,0,347073,7.75,S,0.697802,,,347073,
765,0,3,male,16,0,0,347074,7.775,S,0.156673,,,347074,
1212,,3,male,26,0,0,347075,7.775,S,0.156673,,,347075,
443,0,3,male,25,1,0,347076,7.775,S,0.156673,,,347076,
26,1,3,female,38,1,5,347077,31.3875,S,0.782,,,347077,
183,0,3,male,9,4,2,347077,31.3875,S,0.575,,,347077,
234,1,3,female,5,4,2,347077,31.3875,S,0.697802,,,347077,
262,1,3,male,3,4,2,347077,31.3875,S,0.575,,,347077,
1046,,3,male,13,4,2,347077,31.3875,S,0.575,,,347077,
1066,,3,male,40,1,5,347077,31.3875,S,0.156673,,,347077,
1271,,3,male,5,4,2,347077,31.3875,S,0.575,,,347077,
776,0,3,male,18,0,0,347078,7.75,S,0.156673,,,347078,
1192,,3,male,32,0,0,347079,7.775,S,0.156673,,,347079,
424,0,3,female,28,1,1,347080,14.4,S,0.782,,,347080,
617,0,3,male,34,1,1,347080,14.4,S,0.156673,,,347080,
1093,,3,male,0.33,0,2,347080,14.4,S,0.575,,,347080,
142,1,3,female,22,0,0,347081,7.75,S,0.697802,,,347081,
14,0,3,male,39,1,5,347082,31.275,S,0.156673,,,347082,
120,0,3,female,2,4,2,347082,31.275,S,0.697802,,,347082,
542,0,3,female,9,4,2,347082,31.275,S,0.697802,,,347082,
543,0,3,female,11,4,2,347082,31.275,S,0.697802,,,347082,
611,0,3,female,39,1,5,347082,31.275,S,0.782,,,347082,
814,0,3,female,6,4,2,347082,31.275,S,0.697802,,,347082,
851,0,3,male,4,4,2,347082,31.275,S,0.575,,,347082,
268,1,3,male,25,1,0,347083,7.775,S,0.156673,,,347083,
555,1,3,female,22,0,0,347085,7.775,S,0.697802,,,347085,
1304,,3,female,28,0,0,347086,7.775,S,0.697802,,,347086,
808,0,3,female,18,0,0,347087,7.775,S,0.697802,,,347087,
64,0,3,male,4,3,2,347088,27.9,S,0.575,,,347088,
168,0,3,female,45,1,4,347088,27.9,S,0.782,,,347088,
361,0,3,male,40,1,4,347088,27.9,S,0.156673,,,347088,
635,0,3,female,9,3,2,347088,27.9,S,0.697802,,,347088,
643,0,3,female,2,3,2,347088,27.9,S,0.697802,,,347088,
820,0,3,male,10,3,2,347088,27.9,S,0.575,,,347088,
805,1,3,male,27,0,0,347089,6.975,S,0.156673,,,347089,
954,,3,male,18,0,0,347090,7.75,S,0.156673,,,347090,
1106,,3,female,38,4,2,347091,7.775,S,0.697802,,,347091,
282,0,3,male,28,0,0,347464,7.8542,S,0.156673,,,347464,
1087,,3,male,33,0,0,347465,7.8542,S,0.156673,,,347465,
92,0,3,male,20,0,0,347466,7.8542,S,0.156673,,,347466,
1191,,3,male,29,0,0,347467,7.8542,S,0.156673,,,347467,
834,0,3,male,23,0,0,347468,7.8542,S,0.156673,,,347468,
1049,,3,female,23,0,0,347469,7.8542,S,0.697802,,,347469,
316,1,3,female,26,0,0,347470,7.8542,S,0.697802,,,347470,
990,,3,female,20,0,0,347471,7.8542,S,0.697802,,,347471,
9,1,3,female,27,0,2,347742,11.1333,S,0.782,,,347742,
173,1,3,female,1,1,1,347742,11.1333,S,0.697802,,,347742,
870,1,3,male,4,1,1,347742,11.1333,S,0.575,,,347742,
632,0,3,male,51,0,0,347743,7.0542,S,0.156673,,,347743,
700,0,3,male,42,0,0,348121,7.65,S,0.156673,F,,348121,
949,,3,male,25,0,0,348122,7.65,S,0.156673,F,,348122,
76,0,3,male,25,0,0,348123,7.65,S,0.156673,F,,348123,
716,0,3,male,19,0,0,348124,7.65,S,0.156673,F,,348124,
1237,,3,female,16,0,0,348125,7.65,S,0.697802,,,348125,
739,0,3,male,27,0,0,349201,7.8958,S,0.156673,,,349201,
1187,,3,male,26,0,0,349202,7.8958,S,0.156673,,,349202,
795,0,3,male,25,0,0,349203,7.8958,S,0.156673,,,349203,
754,0,3,male,23,0,0,349204,7.8958,S,0.156673,,,349204,
567,0,3,male,19,0,0,349205,7.8958,S,0.156673,,,349205,
288,0,3,male,22,0,0,349206,7.8958,S,0.156673,,,349206,
106,0,3,male,28,0,0,349207,7.8958,S,0.156673,,,349207,
77,0,3,male,27,0,0,349208,7.8958,S,0.156673,,,349208,
515,0,3,male,24,0,0,349209,7.4958,S,0.156673,,,349209,
664,0,3,male,36,0,0,349210,7.4958,S,0.156673,,,349210,
963,,3,male,21,0,0,349211,7.8958,S,0.156673,,,349211,
878,0,3,male,19,0,0,349212,7.8958,S,0.156673,,,349212,
848,0,3,male,35,0,0,349213,7.8958,C,0.156673,,,349213,
602,0,3,male,27,0,0,349214,7.8958,S,0.156673,,,349214,
102,0,3,male,27,0,0,349215,7.8958,S,0.156673,,,349215,
30,0,3,male,27,0,0,349216,7.8958,S,0.156673,,,349216,
879,0,3,male,27,0,0,349217,7.8958,S,0.156673,,,349217,
740,0,3,male,27,0,0,349218,7.8958,S,0.156673,,,349218,
322,0,3,male,27,0,0,349219,7.8958,S,0.156673,,,349219,
902,,3,male,27,0,0,349220,7.8958,S,0.156673,,,349220,
651,0,3,male,27,0,0,349221,7.8958,S,0.156673,,,349221,
411,0,3,male,27,0,0,349222,7.8958,S,0.156673,,,349222,
657,0,3,male,27,0,0,349223,7.8958,S,0.156673,,,349223,
629,0,3,male,26,0,0,349224,7.8958,S,0.156673,,,349224,
336,0,3,male,27,0,0,349225,7.8958,S,0.156673,,,349225,
1026,,3,male,43,0,0,349226,7.8958,S,0.156673,,,349226,
385,0,3,male,27,0,0,349227,7.8958,S,0.156673,,,349227,
688,0,3,male,19,0,0,349228,10.1708,S,0.156673,,,349228,
1226,,3,male,27,0,0,349229,7.8958,S,0.156673,,,349229,
948,,3,male,35,0,0,349230,7.8958,S,0.156673,,,349230,
647,0,3,male,19,0,0,349231,7.8958,S,0.156673,,,349231,
952,,3,male,17,0,0,349232,7.8958,S,0.156673,,,349232,
295,0,3,male,24,0,0,349233,7.8958,S,0.156673,,,349233,
224,0,3,male,27,0,0,349234,7.8958,S,0.156673,,,349234,
1157,,3,male,27,0,0,349235,7.8958,S,0.156673,,,349235,
294,0,3,female,24,0,0,349236,8.85,S,0.697802,,,349236,
50,0,3,female,18,1,0,349237,17.8,S,0.782,,,349237,
354,0,3,male,25,1,0,349237,17.8,S,0.156673,,,349237,
975,,3,male,27,0,0,349238,7.8958,S,0.156673,,,349238,
286,0,3,male,33,0,0,349239,8.6625,C,0.156673,,,349239,
456,1,3,male,29,0,0,349240,7.8958,C,0.156673,,,349240,
131,0,3,male,33,0,0,349241,7.8958,C,0.156673,,,349241,
520,0,3,male,32,0,0,349242,7.8958,S,0.156673,,,349242,
314,0,3,male,28,0,0,349243,7.8958,S,0.156673,,,349243,
798,1,3,female,31,0,0,349244,8.6833,S,0.782,,,349244,
101,0,3,female,28,0,0,349245,7.8958,S,0.697802,,,349245,
607,0,3,male,30,0,0,349246,7.8958,S,0.156673,,,349246,
190,0,3,male,36,0,0,349247,7.8958,S,0.156673,,,349247,
871,0,3,male,26,0,0,349248,7.8958,S,0.156673,,,349248,
109,0,3,male,38,0,0,349249,7.8958,S,0.156673,,,349249,
1101,,3,male,25,0,0,349250,7.8958,S,0.156673,,,349250,
562,0,3,male,40,0,0,349251,7.8958,S,0.156673,,,349251,
522,0,3,male,22,0,0,349252,7.8958,S,0.156673,,,349252,
43,0,3,male,27,0,0,349253,7.8958,C,0.156673,,,349253,
421,0,3,male,27,0,0,349254,7.8958,C,0.156673,,,349254,
1043,,3,male,27,0,0,349255,7.8958,C,0.156673,,,349255,
692,1,3,female,4,0,1,349256,13.4167,C,0.697802,,,349256,
932,,3,male,39,0,1,349256,13.4167,C,0.156673,,,349256,
882,0,3,male,33,0,0,349257,7.8958,S,0.156673,,,349257,
8,0,3,male,2,3,1,349909,21.075,S,0.575,,,349909,
25,0,3,female,8,3,1,349909,21.075,S,0.697802,,,349909,
375,0,3,female,3,3,1,349909,21.075,S,0.697802,,,349909,
568,0,3,female,29,0,4,349909,21.075,S,0.782,,,349909,
1281,,3,male,6,3,1,349909,21.075,S,0.575,,,349909,
606,0,3,male,36,1,0,349910,15.55,S,0.156673,,,349910,
1251,,3,female,30,1,0,349910,15.55,S,0.782,,,349910,
1278,,3,male,24,0,0,349911,7.775,S,0.156673,,,349911,
676,0,3,male,18,0,0,349912,7.775,S,0.156673,,,349912,
705,0,3,male,26,1,0,350025,7.8542,S,0.156673,,,350025,
861,0,3,male,41,2,0,350026,14.1083,S,0.156673,,,350026,
1201,,3,female,45,1,0,350026,14.1083,S,0.782,,,350026,
624,0,3,male,21,0,0,350029,7.8542,S,0.156673,,,350029,
987,,3,male,25,0,0,350033,7.7958,S,0.156673,,,350033,
392,1,3,male,21,0,0,350034,7.7958,S,0.156673,,,350034,
500,0,3,male,24,0,0,350035,7.7958,S,0.156673,,,350035,
689,0,3,male,18,0,0,350036,7.7958,S,0.156673,,,350036,
757,0,3,male,28,0,0,350042,7.7958,S,0.156673,,,350042,
147,1,3,male,27,0,0,350043,7.7958,S,0.156673,,,350043,
1018,,3,male,22,0,0,350045,7.7958,S,0.156673,,,350045,
193,1,3,female,19,1,0,350046,7.8542,S,0.697802,,,350046,
772,0,3,male,48,0,0,350047,7.8542,S,0.156673,,,350047,
722,0,3,male,17,1,0,350048,7.0542,S,0.156673,,,350048,
641,0,3,male,20,0,0,350050,7.8542,S,0.156673,,,350050,
396,0,3,male,22,0,0,350052,7.7958,S,0.156673,,,350052,
1115,,3,male,21,0,0,350053,7.7958,S,0.156673,,,350053,
1118,,3,male,23,0,0,350054,7.7958,S,0.156673,,,350054,
479,0,3,male,22,0,0,350060,7.5208,S,0.156673,,,350060,
1233,,3,male,32,0,0,350403,7.5792,S,0.156673,,,350403,
176,0,3,male,18,1,1,350404,7.8542,S,0.156673,,,350404,
1045,,3,female,36,0,2,350405,12.1833,S,0.782,,,350405,
1155,,3,female,1,1,1,350405,12.1833,S,0.697802,,,350405,
15,0,3,female,14,0,0,350406,7.8542,S,0.697802,,,350406,
397,0,3,female,31,0,0,350407,7.8542,S,0.697802,,,350407,
1210,,3,male,27,0,0,350408,7.8542,S,0.156673,,,350408,
1027,,3,male,24,0,0,350409,7.8542,S,0.156673,,,350409,
1153,,3,male,21,0,0,350410,7.8542,S,0.156673,,,350410,
1127,,3,male,20,0,0,350416,7.8542,S,0.156673,,,350416,
570,1,3,male,32,0,0,350417,7.8542,S,0.156673,,,350417,
576,0,3,male,19,0,0,358585,14.5,S,0.156673,,,358585,
761,0,3,male,27,0,0,358585,14.5,S,0.156673,,,358585,
968,,3,male,27,0,0,359306,8.05,S,0.156673,,,359306,
1308,,3,male,27,0,0,359309,8.05,S,0.156673,,,359309,
251,0,3,male,27,0,0,362316,7.25,S,0.156673,,,362316,
893,,3,female,47,1,0,363272,7,S,0.782,,,363272,
166,1,3,male,9,0,2,363291,20.525,S,0.575,,,363291,
329,1,3,female,31,1,1,363291,20.525,S,0.782,,,363291,
549,0,3,male,33,1,1,363291,20.525,S,0.156673,,,363291,
759,0,3,male,34,0,0,363294,8.05,S,0.156673,,,363294,
697,0,3,male,44,0,0,363592,8.05,S,0.156673,,,363592,
1149,,3,male,28,0,0,363611,8.05,S,0.156673,,,363611,
539,0,3,male,27,0,0,364498,14.5,S,0.156673,,,364498,
1274,,3,female,27,0,0,364498,14.5,S,0.782,,,364498,
815,0,3,male,30.5,0,0,364499,8.05,S,0.156673,,,364499,
95,0,3,male,59,0,0,364500,7.25,S,0.156673,,,364500,
462,0,3,male,34,0,0,364506,8.05,S,0.156673,,,364506,
604,0,3,male,44,0,0,364511,8.05,S,0.156673,,,364511,
615,0,3,male,35,0,0,364512,8.05,S,0.156673,,,364512,
80,1,3,female,30,0,0,364516,12.475,S,0.697802,,,364516,
778,1,3,female,5,0,0,364516,12.475,S,0.697802,,,364516,
502,0,3,female,21,0,0,364846,7.75,Q,0.697802,,,364846,
594,0,3,female,27,0,2,364848,7.75,Q,0.697802,,,364848,
189,0,3,male,40,1,1,364849,15.5,Q,0.156673,,,364849,
658,0,3,female,32,1,1,364849,15.5,Q,0.782,,,364849,
768,0,3,female,30.5,0,0,364850,7.75,Q,0.697802,,,364850,
429,0,3,male,27,0,0,364851,7.75,Q,0.156673,,,364851,
980,,3,female,27,0,0,364856,7.75,Q,1,,,364856,
